DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:27;12.53;-0.22;12.53;-2.40;30.00;
23.01.2023 - 23:27;12.53;-0.23;12.53;-2.60;32.00;
23.01.2023 - 23:27;12.53;-0.26;12.53;-2.50;30.00;
23.01.2023 - 23:27;12.53;-0.25;12.53;-2.10;32.00;
23.01.2023 - 23:27;12.53;-0.23;12.53;-2.50;32.00;
23.01.2023 - 23:27;12.53;-0.23;12.53;-2.30;30.00;
23.01.2023 - 23:27;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:27;12.52;-0.23;12.52;-2.70;32.00;
23.01.2023 - 23:28;12.52;-0.23;12.52;-1.40;26.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:28;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:28;12.52;-0.27;12.52;-2.50;32.00;
23.01.2023 - 23:28;.00;
23.01.2023 - 23:28;
23.01.2023 - 23:28;
23.01.2023 - 23:28;
23.01.2023 - 23:28;
23.01.2023 - 23:28;
23.01.2023 - 23:28;
23.01.2023 - 23:28;
23.01.2023 - 23:28;0;
23.01.2023 - 23:28;12.52;-0.21;12.52;-3.20;30.00;
23.01.2023 - 23:28;12.53;-0.26;12.53;-2.50;32.00;
23.01.2023 - 23:28;12.53;-0.23;12.53;-2.60;32.00;
23.01.2023 - 23:28;12.54;-0.26;12.54;-2.50;30.00;
23.01.2023 - 23:28;12.52;-0.24;12.52;-2.50;26.00;
23.01.2023 - 23:28;12.53;-0.23;12.53;-2.20;26.00;
23.01.2023 - 23:28;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:28;12.53;-0.27;12.53;-2.60;26.00;
23.01.2023 - 23:28;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:28;12.53;-0.24;12.53;-2.40;30.00;
23.01.2023 - 23:28;12.52;-0.25;12.52;-2.50;32.00;
23.01.2023 - 23:28;12.53;-0.27;12.53;-2.60;32.00;
23.01.2023 - 23:28;12.52;-0.25;12.52;-2.40;30.00;
23.01.2023 - 23:28;12.52;-0.27;12.52;-2.40;30.00;
23.01.2023 - 23:28;12.53;-0.23;12.53;-2.80;32.00;
23.01.2023 - 23:28;12.54;-0.26;12.54;-2.10;30.00;
23.01.2023 - 23:28;12.53;-0.27;12.53;-2.20;26.00;
23.01.2023 - 23:29;12.53;-0.23;12.53;-2.60;32.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:29;
23.01.2023 - 23:29;;
23.01.2023 - 23:29;
23.01.2023 - 23:29;
23.01.2023 - 23:29;
23.01.2023 - 23:29;
23.01.2023 - 23:29;
23.01.2023 - 23:29;
23.01.2023 - 23:29;
23.01.2023 - 23:29;
23.01.2023 - 23:29;12.54;-0.23;12.54;-2.30;30.00;
23.01.2023 - 23:29;12.53;-0.24;12.53;-2.40;30.00;
23.01.2023 - 23:29;12.53;-0.25;12.53;-2.90;32.00;
23.01.2023 - 23:29;12.52;-0.29;12.52;-2.50;32.00;
23.01.2023 - 23:29;12.54;-0.23;12.54;-2.60;32.00;
23.01.2023 - 23:29;12.53;-0.25;12.53;-2.90;32.00;
23.01.2023 - 23:29;12.53;-0.25;12.53;-2.50;30.00;
23.01.2023 - 23:29;12.53;-0.24;12.53;-2.60;32.00;
23.01.2023 - 23:29;12.53;-0.23;12.53;-2.40;30.00;
23.01.2023 - 23:29;12.53;-0.25;12.53;-2.60;32.00;
23.01.2023 - 23:29;12.53;-0.27;12.53;-2.50;32.00;
23.01.2023 - 23:29;12.53;-0.24;12.53;-2.60;32.00;
23.01.2023 - 23:29;12.53;-0.23;12.53;-2.20;26.00;
23.01.2023 - 23:29;12.52;-0.24;12.52;-2.40;30.00;
23.01.2023 - 23:29;12.52;-0.22;12.52;-2.60;32.00;
23.01.2023 - 23:29;12.53;-0.24;12.53;-2.20;26.00;
23.01.2023 - 23:29;12.53;-0.25;12.53;-2.30;26.00;
23.01.2023 - 23:29;12.54;-0.22;12.54;-2.30;30.00;
23.01.2023 - 23:29;12.53;-0.24;12.53;-2.60;32.00;
23.01.2023 - 23:30;12.53;-0.26;12.53;-2.40;30.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:30;5;12.53;-2.20;32.00;
23.01.2023 - 23:30;32.00;
23.01.2023 - 23:30;30.00;
23.01.2023 - 23:30;30.00;
23.01.2023 - 23:30;;32.00;
23.01.2023 - 23:30;12.52;-0.21;12.52;-2.50;32.00;
23.01.2023 - 23:30;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:30;12.53;-0.23;12.53;-2.90;36.00;
23.01.2023 - 23:30;12.53;-0.24;12.53;-2.40;30.00;
23.01.2023 - 23:30;12.54;-0.25;12.54;-2.30;30.00;
23.01.2023 - 23:30;12.52;-0.22;12.52;-2.30;30.00;
23.01.2023 - 23:30;12.54;-0.23;12.54;-2.20;30.00;
23.01.2023 - 23:30;12.54;-0.21;12.54;-2.50;30.00;
23.01.2023 - 23:30;12.53;-0.22;12.53;-2.50;32.00;
23.01.2023 - 23:30;12.52;-0.26;12.52;-2.80;36.00;
23.01.2023 - 23:30;12.53;-0.22;12.53;-2.50;30.00;
23.01.2023 - 23:30;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:30;12.53;-0.25;12.53;-2.60;32.00;
23.01.2023 - 23:30;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:30;12.53;-0.22;12.53;-2.50;36.00;
23.01.2023 - 23:30;12.52;-0.25;12.52;-2.50;30.00;
23.01.2023 - 23:30;12.52;-0.23;12.52;-2.40;30.00;
23.01.2023 - 23:30;12.53;-0.22;12.53;-2.40;30.00;
23.01.2023 - 23:30;12.52;-0.26;12.52;-2.40;30.00;
23.01.2023 - 23:30;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:30;12.52;-0.27;12.52;-2.70;32.00;
23.01.2023 - 23:30;12.52;-0.27;12.52;-2.50;32.00;
23.01.2023 - 23:30;12.53;-0.23;12.53;-2.30;32.00;
23.01.2023 - 23:30;12.54;-0.24;12.54;-2.40;30.00;
23.01.2023 - 23:31;12.52;-0.24;12.52;-2.60;32.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:31;12.53;-2.70;32.00;
23.01.2023 - 23:31;12.52;-0.25;12.52;-2.70;30.00;
23.01.2023 - 23:31;12.52;-0.24;12.52;-2.60;32.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.70;32.00;
23.01.2023 - 23:31;12.53;-0.26;12.53;-2.30;26.00;
23.01.2023 - 23:31;12.53;-0.23;12.53;-2.50;30.00;
23.01.2023 - 23:31;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:31;12.53;-0.27;12.53;-2.60;32.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.20;30.00;
23.01.2023 - 23:31;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.20;26.00;
23.01.2023 - 23:31;12.53;-0.26;12.53;-2.00;26.00;
23.01.2023 - 23:31;12.53;-0.22;12.53;-2.30;30.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:31;12.52;-0.24;12.52;-2.30;30.00;
23.01.2023 - 23:31;12.53;-0.26;12.53;-2.50;32.00;
23.01.2023 - 23:31;12.53;-0.27;12.53;-2.60;30.00;
23.01.2023 - 23:31;12.52;-0.23;12.52;-2.60;32.00;
23.01.2023 - 23:31;12.53;-0.26;12.53;-2.30;30.00;
23.01.2023 - 23:31;12.53;-0.23;12.53;-2.50;32.00;
23.01.2023 - 23:31;12.54;-0.26;12.54;-2.20;30.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:31;12.52;-0.25;12.52;-2.70;32.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.40;32.00;
23.01.2023 - 23:31;12.53;-0.23;12.53;-2.30;32.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:31;12.53;-0.24;12.53;-2.90;36.00;
23.01.2023 - 23:31;12.53;-0.23;12.53;-2.50;32.00;
23.01.2023 - 23:31;12.53;-0.25;12.53;-2.30;30.00;
23.01.2023 - 23:32;12.53;-0.25;12.53;-2.50;32.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:32;12.53;-0.27;12.53;-2.30;32.00;
23.01.2023 - 23:32;;-2.50;30.00;
23.01.2023 - 23:32;12.53;-0.24;12.5312.52;-0.26-2.50;32.00;
23.01.2023 - 23:32;3;-2.50;32.00;
23.01.2023 - 23:32;;12.52;12.53;-0.23;12.512.52;-0.25;12.5.40;30.00;
23.01.2023 - 23:32;3;-2;30.00;
23.01.2023 - 23:32;12.53;-0.23;12.53;-2.60;32.00;
23.01.2023 - 23:32;12.54;-0.25;12.54;-2.20;26.00;
23.01.2023 - 23:32;12.53;-0.22;12.53;-2.60;32.00;
23.01.2023 - 23:32;12.53;-0.26;12.53;-2.30;26.00;
23.01.2023 - 23:32;12.52;-0.24;12.52;-2.60;30.00;
23.01.2023 - 23:32;12.52;-0.25;12.52;-2.30;30.00;
23.01.2023 - 23:32;12.53;-0.22;12.53;-2.40;30.00;
23.01.2023 - 23:32;12.53;-0.24;12.53;-2.20;32.00;
23.01.2023 - 23:32;12.53;-0.24;12.53;-2.30;30.00;
23.01.2023 - 23:32;12.54;-0.22;12.54;-2.40;30.00;
23.01.2023 - 23:32;12.52;-0.25;12.52;-2.40;30.00;
23.01.2023 - 23:32;12.52;-0.25;12.52;-2.60;32.00;
23.01.2023 - 23:32;12.53;-0.27;12.53;-2.60;32.00;
23.01.2023 - 23:32;12.54;-0.24;12.54;-2.50;32.00;
23.01.2023 - 23:32;12.52;-0.26;12.52;-2.60;30.00;
23.01.2023 - 23:32;12.53;-0.24;12.53;-2.60;30.00;
23.01.2023 - 23:32;12.53;-0.24;12.53;-2.40;30.00;
23.01.2023 - 23:32;12.53;-0.23;12.53;-2.70;32.00;
23.01.2023 - 23:32;12.53;-0.26;12.53;-2.40;26.00;
23.01.2023 - 23:32;12.53;-0.23;12.53;-2.40;30.00;
23.01.2023 - 23:32;12.52;-0.24;12.52;-2.40;30.00;
23.01.2023 - 23:32;12.53;-0.26;12.53;-2.50;30.00;
23.01.2023 - 23:32;12.52;-0.26;12.52;-2.60;32.00;
23.01.2023 - 23:33;12.53;-0.23;12.53;-2.30;30.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:33;2.54;-2.30;30.00;
23.01.2023 - 23:33;.53;-2.50;30.00;
23.01.2023 - 23:33;2.52;-2.60;30.00;
23.01.2023 - 23:33;2.53;-2.70;32.00;
23.01.2023 - 23:33;2.53;-2.40;30.00;
23.01.2023 - 23:33;2.53;-2.30;32.00;
23.01.2023 - 23:33;2.53;-2.40;30.00;
23.01.2023 - 23:33;2.53;-2.30;30.00;
23.01.2023 - 23:33;2.52;-2.30;32.00;
23.01.2023 - 23:33;12.54;-0.23;112.53;-0.25;1212.52;-0.25;112.53;-0.25;112.53;-0.25;112.53;-0.26;112.53;-0.25;112.53;-0.25;112.52;-0.23;112.52;-0.25;12.52;-2.60;30.00;
23.01.2023 - 23:33;2.53;-2.30;30.00;
23.01.2023 - 23:33;12.53;-0.24;112.54;-0.25;100;
23.01.2023 - 23:33;12.52;-2.60;32.00;
23.01.2023 - 23:33;2.54;-2.60;30.12.52;-0.26;12.52;-0.52;-2.10;26.00;
23.01.2023 - 23:33;12.53;-2.30;30.00;
23.01.2023 - 23:33;12.53;-2.60;32.00;
23.01.2023 - 23:33;12.52;-2.70;30.00;
23.01.2023 - 23:33;12.53;-2.50;32.00;
23.01.2023 - 23:33;12.53;-2.10;26.00;
23.01.2023 - 23:33;12.52;-2.50;32.00;
23.01.2023 - 23:33;;12.53;-2.40;32.00;
23.01.2023 - 23:33;12.53;-0.27;12.53;-2.50;32.00;
23.01.2023 - 23:33;12.52;-0.26;12.52;-2.50;32.00;
23.01.2023 - 23:33;12.52;-0.27;12.52;-2.50;30.00;
23.01.2023 - 23:33;12.53;-0.26;12.53;-2.20;26.00;
23.01.2023 - 23:33;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:33;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:33;12.53;-0.26;12.53;-2.40;32.00;
23.01.2023 - 23:33;12.53;-0.24;12.53;-2.20;26.00;
23.01.2023 - 23:34;12.52;-0.26;12.52;-2.40;30.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:34;23;12.53;-2.20;30.00;
23.01.2023 - 23:34;6;12.53;-2.50;32.00;
23.01.2023 - 23:34;2;12.52;-2.60;32.00;
23.01.2023 - 23:34;4;12.53;-2.50;32.00;
23.01.2023 - 23:34;7;12.53;-2.50;30.00;
23.01.2023 - 23:34;6;12.53;-2.70;32.00;
23.01.2023 - 23:34;25;12.52;-2.40;30.00;
23.01.2023 - 23:34;12.52;-0.25;12.52;-2.50;32.00;
23.01.2023 - 23:34;12.53;-0.26;12.53;-2.50;32.00;
23.01.2023 - 23:34;12.52;-0.29;12.52;-2.20;32.00;
23.01.2023 - 23:34;12.53;-0.27;12.53;-2.70;32.00;
23.01.2023 - 23:34;12.53;-0.25;12.53;-2.60;32.00;
23.01.2023 - 23:34;12.52;-0.23;12.52;-2.50;32.00;
23.01.2023 - 23:34;12.53;-0.27;12.53;-2.60;32.00;
23.01.2023 - 23:34;12.52;-0.27;12.52;-2.40;30.00;
23.01.2023 - 23:34;12.52;-0.25;12.52;-2.50;30.00;
23.01.2023 - 23:34;12.53;-0.27;12.53;-2.40;32.00;
23.01.2023 - 23:34;12.53;-0.26;12.53;-2.10;26.00;
23.01.2023 - 23:34;12.53;-0.25;12.53;-2.60;32.00;
23.01.2023 - 23:34;12.52;-0.24;12.52;-2.50;30.00;
23.01.2023 - 23:34;12.53;-0.25;12.53;-2.50;26.00;
23.01.2023 - 23:34;12.53;-0.24;12.53;-2.30;30.00;
23.01.2023 - 23:34;12.53;-0.25;12.53;-2.30;30.00;
23.01.2023 - 23:34;12.53;-0.25;12.53;-2.30;32.00;
23.01.2023 - 23:34;12.52;-0.25;12.52;-2.30;30.00;
23.01.2023 - 23:34;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:34;12.53;-0.24;12.53;-2.30;32.00;
23.01.2023 - 23:34;12.53;-0.26;12.53;-2.60;32.00;
23.01.2023 - 23:34;12.52;-0.24;12.52;-2.50;32.00;
23.01.2023 - 23:35;12.52;-0.26;12.52;-2.60;32.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:35;12.53;-0.23;12.53;-2.40;30.00;
23.01.2023 - 23:35;12.53;-0.26;12.53;-2.50;32.00;
23.01.2023 - 23:35;12.53;-0.27;12.53;-2.40;30.00;
23.01.2023 - 23:35;;
23.01.2023 - 23:35;0;
23.01.2023 - 23:35;12.52;-0.25;12.52;-2.80;36.0012.53;-0.23;12.53;-2.40;30.012.53;-0.28;12.53;-2.50;26.00;
23.01.2023 - 23:35;12.53;-0.21;12.53;-2.40;30.00;
23.01.2023 - 23:35;2;-0.24;12.52;-2.30;30.00;
23.01.2023 - 23:35;12.512.53;-0.25;12.53;-2.30;32.00;
23.01.2023 - 23:35;12.53;-0.23;12.53;-2.30;30.00;
23.01.2023 - 23:35;12.53;-0.24;12.53;-2.40;30.00;
23.01.2023 - 23:35;12.52;-0.25;12.52;-2.40;32.00;
23.01.2023 - 23:35;12.53;-0.25;12.53;-2.50;32.00;
23.01.2023 - 23:35;12.53;-0.24;12.53;-2.70;32.00;
23.01.2023 - 23:35;12.53;-0.25;12.53;-2.50;32.00;
23.01.2023 - 23:35;12.53;-0.23;12.53;-2.40;30.00;
23.01.2023 - 23:35;12.53;-0.26;12.53;-2.40;26.00;
23.01.2023 - 23:35;12.52;-0.25;12.52;-2.30;30.00;
23.01.2023 - 23:35;12.53;-0.26;12.53;-2.60;32.00;
23.01.2023 - 23:35;12.53;-0.23;12.53;-2.40;30.00;
23.01.2023 - 23:35;12.52;-0.26;12.52;-2.40;32.00;
23.01.2023 - 23:35;12.53;-0.22;12.53;-2.60;32.00;
23.01.2023 - 23:35;12.52;-0.24;12.52;-2.40;32.00;
23.01.2023 - 23:35;12.52;-0.25;12.52;-2.50;32.00;
23.01.2023 - 23:35;12.53;-0.27;12.53;-2.40;30.00;
23.01.2023 - 23:35;12.52;-0.27;12.52;-2.40;30.00;
23.01.2023 - 23:35;12.53;-0.26;12.53;-2.50;30.00;
23.01.2023 - 23:35;;30.00;
23.01.2023 - 23:36;12.53;-0.27;12.53;-2.9012.52;-0.25;12.52;-2.30;30.00;
23.01.2023 - 23:36;00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:36;12.53;-0.24;12.53;-2.40;30.12.52;-0.25;12.52;-2.70;32.00;
23.01.2023 - 23:36;12.52;-0.23;12.52;-2.40;32.00;
23.01.2023 - 23:36;12.52;-0.24;12.52;-2.40;30.00;
23.01.2023 - 23:36;12.53;-0.25;12.53;-2.50;32.00;
23.01.2023 - 23:36;12.53;-0.25;12.53;-2.50;32.00;
23.01.2023 - 23:36;12.53;-0.22;12.53;-2.50;30.00;
23.01.2023 - 23:36;12.53;-0.25;12.53;-2.10;26.00;
23.01.2023 - 23:36;12
23.01.2023 - 23:36;.53;-0.24;12.53;-2.30;30.00;12.53;-0.24;12.53;-2.30;30.00;
23.01.2023 - 23:36;
23.01.2023 - 23:36;
23.01.2023 - 23:36;12.53;-0.27;12.53;-2.40;30.00;12.53;-0.26;12.53;-2.60;26.00;
23.01.2023 - 23:36;
23.01.2023 - 23:36;12.53;-0.22;12.53;-2.70;32.00;
23.01.2023 - 23:36;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:36;12.52;-0.23;12.52;-2.40;32.00;
23.01.2023 - 23:36;12.54;-0.23;12.54;-2.40;30.00;
23.01.2023 - 23:36;12.52;-0.26;12.52;-2.40;30.00;
23.01.2023 - 23:36;12.52;-0.27;12.52;-2.70;32.00;
23.01.2023 - 23:36;12.53;-0.25;12.53;-2.40;26.00;
23.01.2023 - 23:36;12.53;-0.25;12.53;-2.50;32.00;
23.01.2023 - 23:36;12.54;-0.26;12.54;-2.50;32.00;
23.01.2023 - 23:36;12.52;-0.24;12.52;-2.70;32.00;
23.01.2023 - 23:36;12.52;-0.24;12.52;-2.60;32.00;
23.01.2023 - 23:36;12.53;-0.26;12.53;-2.40;30.00;
23.01.2023 - 23:36;12.52;-0.25;12.52;-2.40;30.00;
23.01.2023 - 23:36;12.53;-0.27;12.53;-2.30;30.00;
23.01.2023 - 23:36;12.52;-0.25;12.52;-2.40;30.00;
23.01.2023 - 23:37;12.54;-0.25;12.54;-2.40;30.00;
23.01.2023 - 23:37;12.52;-0.24;12.52;-2.40;30.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:37;;
23.01.2023 - 23:37;12.52;-0.27;12.52;-2.60;32.00;
23.01.2023 - 23:37;12.52;-0.23;12.52;-2.30;30.00;
23.01.2023 - 23:37;12.53;-0.22;12.53;-2.40;30.00;
23.01.2023 - 23:37;12.53;-0.27;12.53;-2.70;32.00;
23.01.2023 - 23:37;12.53;-0.24;12.53;-2.20;26.00;
23.01.2023 - 23:37;12.53;-0.25;12.53;-2.60;30.00;
23.01.2023 - 23:37;12.53;-0.25;12.53;-2.20;32.00;
23.01.2023 - 23:37;12.52;-0.24;12.52;-2.20;26.00;
23.01.2023 - 23:37;12.53;-0.25;12.53;-2.70;32.00;
23.01.2023 - 23:37;12.53;-0.26;12.53;-2.70;32.00;
23.01.2023 - 23:37;12.53;-0.24;12.53;-2.30;26.00;
23.01.2023 - 23:37;12.52;-0.22;12.52;-2.50;32.00;
23.01.2023 - 23:37;12.52;-0.24;12.52;-2.40;30.00;
23.01.2023 - 23:37;12.53;-0.25;12.53;-2.40;30.00;
23.01.2023 - 23:37;12.53;-0.25;12.53;-2.30;32.00;
23.01.2023 - 23:37;12.53;-0.23;12.53;-2.20;26.00;
23.01.2023 - 23:37;12.52;-0.24;12.52;-2.50;32.00;
23.01.2023 - 23:37;12.54;-0.24;12.54;-2.40;30.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:39;Hello!
23.01.2023 - 23:39;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:39;12.54;-0.26;12.54;-2.40;30.00;
23.01.2023 - 23:39;12.54;-0.26;12.54;-2.70;32.00;
23.01.2023 - 23:39;12.54;-0.25;12.54;-2.60;32.00;
23.01.2023 - 23:39;12.54;-0.25;12.54;-2.50;32.00;
23.01.2023 - 23:39;12.54;-0.29;12.54;-2.70;32.00;
23.01.2023 - 23:39;12.54;-0.26;12.54;-2.60;36.00;
23.01.2023 - 23:39;12.54;-0.26;12.54;-2.50;32.00;
23.01.2023 - 23:39;12.54;-0.26;12.54;-2.40;30.00;
23.01.2023 - 23:39;12.54;-0.25;12.54;-2.70;30.00;
23.01.2023 - 23:39;12.54;-0.24;12.54;-2.50;32.00;
23.01.2023 - 23:39;12.54;-0.23;12.54;-2.30;32.00;
23.01.2023 - 23:39;12.54;-0.26;12.54;-2.40;30.00;
23.01.2023 - 23:39;12.54;-0.25;12.54;-2.40;30.00;
23.01.2023 - 23:39;12.52;-0.27;12.52;-2.50;30.00;
23.01.2023 - 23:39;12.54;-0.23;12.54;-2.40;30.00;
23.01.2023 - 23:39;12.52;-0.26;12.52;-2.70;32.00;
23.01.2023 - 23:39;12.54;-0.23;12.54;-2.50;30.00;
23.01.2023 - 23:39;12.54;-0.24;12.54;-2.50;32.00;
23.01.2023 - 23:39;12.54;-0.25;12.54;-2.70;32.00;
23.01.2023 - 23:39;12.54;-0.29;12.54;-2.50;32.00;
23.01.2023 - 23:40;12.53;-0.22;12.53;-2.60;32.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:40;-2.30;30.00;
23.01.2023 - 23:40;-2.30;30.00;
23.01.2023 - 23:40;12.54;-0.25;12.54;-2.40;30.00;
23.01.2023 - 23:40;12.54;-0.23;12.54;-2.60;32.00;
23.01.2023 - 23:40;12.54;-0.24;12.54;-2.40;30.00;
23.01.2023 - 23:40;12.53;-0.25;12.53;-2.40;26.00;
23.01.2023 - 23:40;12.54;-0.25;12.54;-2.40;32.00;
23.01.2023 - 23:40;12.54;-0.26;12.54;-2.60;32.00;
23.01.2023 - 23:40;12.54;-0.28;12.54;-2.40;30.00;
23.01.2023 - 23:40;12.54;-0.29;12.54;-2.50;32.00;
23.01.2023 - 23:40;12.54;-0.24;12.54;-2.40;30.00;
23.01.2023 - 23:40;12.54;-0.22;12.54;-2.60;32.00;
23.01.2023 - 23:40;12.54;-0.26;12.54;-2.40;30.00;
23.01.2023 - 23:40;12.54;-0.23;12.54;-2.30;32.00;
23.01.2023 - 23:40;12.53;-0.24;12.53;-2.70;32.00;
23.01.2023 - 23:40;12.54;-0.25;12.54;-2.20;26.00;
23.01.2023 - 23:40;12.54;-0.24;12.54;-2.50;32.00;
23.01.2023 - 23:40;12.54;-0.23;12.54;-2.70;32.00;
23.01.2023 - 23:40;12.54;-0.26;12.54;-2.50;32.00;
23.01.2023 - 23:40;12.54;-0.27;12.54;-2.40;26.00;
23.01.2023 - 23:40;12.53;-0.26;12.53;-2.60;32.00;
23.01.2023 - 23:40;12.54;-0.26;12.54;-2.70;30.00;
23.01.2023 - 23:40;12.54;-0.26;12.54;-2.40;30.00;
23.01.2023 - 23:40;12.54;-0.25;12.54;-2.30;30.00;
23.01.2023 - 23:40;12.54;-0.25;12.54;-2.50;32.00;
23.01.2023 - 23:40;12.54;-0.26;12.54;-2.50;32.00;
23.01.2023 - 23:40;12.54;-0.23;12.54;-2.40;30.00;
23.01.2023 - 23:40;12.54;-0.23;12.54;-2.20;32.00;
23.01.2023 - 23:40;12.54;-0.25;12.54;-2.10;26.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.60;32.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:41;12.54;-0.24
23.01.2023 - 23:41;12.54;-0.25;12.54;-2.40;30.00;
23.01.2023 - 23:41;12.54;-0.25;12.54;-2.30;32.00;
23.01.2023 - 23:41;12.54;-0.23;12.54;-2.30;32.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.70;32.00;
23.01.2023 - 23:41;12.54;-0.27;12.54;-2.20;32.00;
23.01.2023 - 23:41;12.54;-0.23;12.54;-2.30;30.00;
23.01.2023 - 23:41;12.54;-0.25;12.54;-2.60;32.00;
23.01.2023 - 23:41;12.54;-0.25;12.54;-2.40;30.00;
23.01.2023 - 23:41;12.54;-0.25;12.54;-2.70;32.00;
23.01.2023 - 23:41;12.54;-0.26;12.54;-2.40;26.00;
23.01.2023 - 23:41;12.54;-0.21;12.54;-2.30;30.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.50;32.00;
23.01.2023 - 23:41;12.54;-0.27;12.54;-2.40;32.00;
23.01.2023 - 23:41;12.54;-0.25;12.54;-2.50;32.00;
23.01.2023 - 23:41;12.53;-0.23;12.53;-2.10;26.00;
23.01.2023 - 23:41;12.54;-0.22;12.54;-2.40;30.00;
23.01.2023 - 23:41;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.80;36.00;
23.01.2023 - 23:41;12.53;-0.24;12.53;-2.60;32.00;
23.01.2023 - 23:41;12.54;-0.23;12.54;-2.50;32.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.40;30.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.40;32.00;
23.01.2023 - 23:41;12.53;-0.24;12.53;-2.50;32.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.40;32.00;
23.01.2023 - 23:41;12.54;-0.27;12.54;-2.70;32.00;
23.01.2023 - 23:41;12.54;-0.26;12.54;-2.70;32.00;
23.01.2023 - 23:41;12.54;-0.24;12.54;-2.20;30.00;
23.01.2023 - 23:42;12.54;-0.24;12.54;-2.20;26.00;
23.01.2023 - 23:42;12.53;-0.25;12.53;-2.40;32.00;
DateTime;Bus voltage (V);Shunt Voltage (mV);Load Voltage (V);Current (mA);Power (mW)
23.01.2023 - 23:42;60;30.00;
23.01.2023 - 23:42;.00;
23.01.2023 - 23:42;12.54;-0.25;12.54;-2.12.53;-0.23;12.53;-2.20;2612.54;-0.
23.01.2023 - 23:42;24;12.54;-2.40;26.00;12.54;-0
23.01.2023 - 23:42;.24;12.54;-2.40;32.00;12.54;-0
23.01.2023 - 23:42;.27;12.54;-2.50;32.00;12.54;-0.00;
23.01.2023 - 23:42;12.54;-0.24;12.54;-2.60;32.00;
23.01.2023 - 23:42;12.54;-0.28;12.54;-2.60;32.00;
23.01.2023 - 23:42;12.54;-0.24;12.54;-2.50;32.00;
